Date,Song,Artist,Rank,Peak Position,Weeks in Charts,Week
2023-10-18,Agora Hills,Doja Cat,61,18,3,42
2023-10-18,Single Soon,Selena Gomez,62,19,7,42
2023-10-18,Water,Tyla,63,63,2,42
2023-10-18,Lady Gaga,Peso Pluma| Gabito Ballesteros & Junior H,64,35,16,42
2023-10-18,Peaches & Eggplants,Young Nudy Featuring 21 Savage,65,33,19,42
2023-10-18,Lil Boo Thang,Paul Russell,66,51,4,42
2023-10-18,Get Him Back!,Olivia Rodrigo,67,11,5,42
2023-10-18,Great Gatsby,Rod Wave,68,30,4,42
2023-10-18,Bongos,Cardi B & Megan Thee Stallion,69,14,5,42
2023-10-18,Un Preview,Bad Bunny,70,43,3,42
2023-10-18,Strangers,Kenya Grace,71,56,4,42
2023-10-18,Hey Driver,Zach Bryan Featuring The War And Treaty,72,14,7,42
2023-10-18,LaLa,Myke Towers,73,43,14,42
2023-10-18,Stick Season,Noah Kahan,74,74,2,42
2023-10-18,Lose Control,Teddy Swims,75,58,9,42
2023-10-18,She Calls Me Back,Noah Kahan With Kacey Musgraves,76,1,-,42
2023-10-18,Turks & Caicos,Rod Wave Featuring 21 Savage,77,24,4,42
2023-10-18,Everything I Love,Morgan Wallen,78,14,33,42
2023-10-18,Boyz Don't Cry,Rod Wave,79,25,4,42
2023-10-18,Segun Quien,Maluma & Carin Leon,80,69,3,42
2023-10-18,Truck Bed,HARDY,81,55,17,42
2023-10-18,Better Place,*NSYNC,82,25,2,42
2023-10-18,Sarah's Place,Zach Bryan Featuring Noah Kahan,83,14,3,42
2023-10-18,SkeeYee,Sexyy Red,84,62,6,42
2023-10-18,500lbs,Lil Tecca,85,60,3,42
2023-10-18,El Amor de Su Vida,Grupo Frontera & Grupo Firme,86,68,8,42
2023-10-18,Popular,The Weeknd| Playboi Carti & Madonna,87,43,19,42
2023-10-18,Mi Ex Tenia Razon,Karol G,88,22,9,42
2023-10-18,On My Mama,Victoria Monet,89,76,4,42
2023-10-18,Can't Have Mine,Dylan Scott,90,81,3,42
2023-10-18,Call Your Friends,Rod Wave,91,18,8,42
2023-10-18,Tourniquet,Zach Bryan,92,20,7,42
2023-10-18,Come See Me,Rod Wave,93,19,6,42
2023-10-18,Standing Room Only,Tim McGraw,94,61,6,42
2023-10-18,Deli,Ice Spice,95,41,12,42
2023-10-18,God Gave Me A Girl,Russell Dickerson,96,90,2,42
2023-10-18,Y Lloro,Junior H,97,1,-,42
2023-10-18,Telekinesis,Travis Scott Featuring SZA & Future,98,26,11,42
2023-10-18,Seven,Jung Kook Featuring Latto,99,1,13,42
2023-10-18,Stars Like Confetti,Dustin Lynch,100,89,2,42
2023-10-25,Cruel Summer,Taylor Swift,1,1,24,43
2023-10-25,Paint The Town Red,Doja Cat,2,1,11,43
2023-10-25,Snooze,SZA,3,2,45,43
2023-10-25,IDGAF,Drake Featuring Yeat,4,2,2,43
2023-10-25,Monaco,Bad Bunny,5,1,-,43
2023-10-25,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,6,1,8,43
2023-10-25,Fast Car,Luke Combs,7,2,30,43
2023-10-25,First Person Shooter,Drake Featuring J. Cole,8,1,2,43
2023-10-25,Last Night,Morgan Wallen,9,1,38,43
2023-10-25,Thinkin' Bout Me,Morgan Wallen,10,9,33,43
2023-10-25,Fukumean,Gunna,11,4,18,43
2023-10-25,Vampire,Olivia Rodrigo,12,1,16,43
2023-10-25,Dance The Night,Dua Lipa,13,6,21,43
2023-10-25,Fina,Bad Bunny & Young Miko,14,1,-,43
2023-10-25,Virginia Beach,Drake,15,3,2,43
2023-10-25,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,16,11,2,43
2023-10-25,Greedy,Tate McRae,17,14,5,43
2023-10-25,Flowers,Miley Cyrus,18,1,40,43
2023-10-25,Barbie World,Nicki Minaj & Ice Spice With Aqua,19,7,17,43
2023-10-25,Perro Negro,Bad Bunny & Feid,20,1,-,43
2023-10-25,Slime You Out,Drake Featuring SZA,21,1,5,43
2023-10-25,Nadie Sabe,Bad Bunny,22,1,-,43
2023-10-25,Need A Favor,Jelly Roll,23,14,29,43
2023-10-25,Hibiki,Bad Bunny & Mora,24,1,-,43
2023-10-25,Anti-Hero,Taylor Swift,25,1,52,43
2023-10-25,Used To Be Young,Miley Cyrus,26,8,8,43
2023-10-25,All My Life,Lil Durk Featuring J. Cole,27,2,23,43
2023-10-25,Mr. October,Bad Bunny,28,1,-,43
2023-10-25,Religiously,Bailey Zimmerman,29,13,24,43
2023-10-25,Cybertruck,Bad Bunny,30,1,-,43
2023-10-25,Watermelon Moonshine,Lainey Wilson,31,21,17,43
2023-10-25,Telefono Nuevo,Bad Bunny & Luar La L,32,1,-,43
2023-10-25,Dial Drunk,Noah Kahan With Post Malone,33,25,18,43
2023-10-25,Baby Nueva,Bad Bunny,34,1,-,43
2023-10-25,My Love Mine All Mine,Mitski,35,35,4,43
2023-10-25,Kill Bill,SZA,36,1,45,43
2023-10-25,Save Me,Jelly Roll With Lainey Wilson,37,37,18,43
2023-10-25,Seda,Bad Bunny & Bryant Myers,38,1,-,43
2023-10-25,Good Good,Usher| Summer Walker & 21 Savage,39,28,10,43
2023-10-25,What Was I Made For?,Billie Eilish,40,14,14,43
2023-10-25,What It Is (Block Boy),Doechii Featuring Kodak Black,41,29,24,43
2023-10-25,Bad Idea Right?,Olivia Rodrigo,42,7,10,43
2023-10-25,White Horse,Chris Stapleton,43,31,13,43
2023-10-25,Creepin',Metro Boomin| The Weeknd & 21 Savage,44,3,46,43
2023-10-25,Daylight,David Kushner,45,33,27,43
2023-10-25,Water,Tyla,46,46,3,43
2023-10-25,Un Preview,Bad Bunny,47,43,4,43
2023-10-25,Say My Grace,Offset Featuring Travis Scott,48,1,-,43
2023-10-25,Gently,Drake Featuring Bad Bunny,49,12,2,43
2023-10-25,Try That In A Small Town,Jason Aldean,50,1,14,43
2023-10-25,I Know ?,Travis Scott,51,11,12,43
2023-10-25,Gracias Por Nada,Bad Bunny,52,1,-,43
2023-10-25,Vou 787,Bad Bunny,53,1,-,43
2023-10-25,Where She Goes,Bad Bunny,54,20,-,43
2023-10-25,Agora Hills,Doja Cat,55,18,4,43
2023-10-25,Calling For You,Drake Featuring 21 Savage,56,5,2,43
2023-10-25,Mercedes Carota,Bad Bunny & YOVNGCHIMI,57,1,-,43
2023-10-25,Lil Boo Thang,Paul Russell,58,51,5,43
2023-10-25,Single Soon,Selena Gomez,59,19,8,43
2023-10-25,Daylight,Drake,60,8,2,43
2023-10-25,Los Pits,Bad Bunny,61,1,-,43
2023-10-25,Qlona,Karol G & Peso Pluma,62,28,10,43
2023-10-25,8am In Charlotte,Drake,63,17,2,43
2023-10-25,Rich Men North Of Richmond,Oliver Anthony Music,64,1,10,43
2023-10-25,No Me Quiero Casar,Bad Bunny,65,1,-,43
2023-10-25,What Would Pluto Do,Drake,66,18,2,43
2023-10-25,Meltdown,Travis Scott Featuring Drake,67,3,12,43
2023-10-25,Fear Of Heights,Drake,68,10,2,43
2023-10-25,Bongos,Cardi B & Megan Thee Stallion,69,14,6,43
2023-10-25,Vuelve Candy B,Bad Bunny,70,1,-,43
2023-10-25,Lady Gaga,Peso Pluma| Gabito Ballesteros & Junior H,71,35,17,43
2023-10-25,Peaches & Eggplants,Young Nudy Featuring 21 Savage,72,33,20,43
2023-10-25,Great Gatsby,Rod Wave,73,30,5,43
2023-10-25,Lose Control,Teddy Swims,74,58,10,43
2023-10-25,Stick Season,Noah Kahan,75,74,3,43
2023-10-25,Wild Ones,Jessie Murph & Jelly Roll,76,49,2,43
2023-10-25,Strangers,Kenya Grace,77,56,5,43
2023-10-25,Baticano,Bad Bunny,78,1,-,43
2023-10-25,Get Him Back!,Olivia Rodrigo,79,11,6,43
2023-10-25,Thunder y Lightning,Bad Bunny & Eladio Carrion,80,1,-,43
2023-10-25,7969 Santa,Drake,81,16,2,43
2023-10-25,Members Only,Drake Featuring PARTYNEXTDOOR,82,24,2,43
2023-10-25,Acho PR,Bad Bunny| Arcangel| De La Ghetto & Nengo Flow,83,1,-,43
2023-10-25,Bahamas Promises,Drake,84,20,2,43
2023-10-25,Drew A Picasso,Drake,85,27,2,43
2023-10-25,Tried Our Best,Drake,86,21,2,43
2023-10-25,Hey Driver,Zach Bryan Featuring The War And Treaty,87,14,8,43
2023-10-25,Amen,Drake Featuring Teezo Touchdown,88,15,2,43
2023-10-25,All The Parties,Drake Featuring Chief Keef,89,26,2,43
2023-10-25,500lbs,Lil Tecca,90,60,4,43
2023-10-25,LaLa,Myke Towers,91,43,15,43
2023-10-25,Worth It,Offset & Don Toliver,92,1,-,43
2023-10-25,3D,Jung Kook & Jack Harlow,93,5,3,43
2023-10-25,SkeeYee,Sexyy Red,94,62,7,43
2023-10-25,Another Late Night,Drake Featuring Lil Yachty,95,29,2,43
2023-10-25,Everything I Love,Morgan Wallen,96,14,34,43
2023-10-25,On My Mama,Victoria Monet,97,76,5,43
2023-10-25,Turks & Caicos,Rod Wave Featuring 21 Savage,98,24,5,43
2023-10-25,Better Place,*NSYNC,99,25,3,43
2023-10-25,Truck Bed,HARDY,100,55,18,43
2023-11-01,Cruel Summer,Taylor Swift,1,1,25,44
2023-11-01,Paint The Town Red,Doja Cat,2,1,12,44
2023-11-01,Snooze,SZA,3,2,46,44
2023-11-01,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,4,1,9,44
2023-11-01,Fast Car,Luke Combs,5,2,31,44
2023-11-01,Last Night,Morgan Wallen,6,1,39,44
2023-11-01,Thinkin' Bout Me,Morgan Wallen,7,7,34,44
2023-11-01,IDGAF,Drake Featuring Yeat,8,2,3,44
2023-11-01,Monaco,Bad Bunny,9,5,2,44
2023-11-01,Fukumean,Gunna,10,4,19,44
2023-11-01,Vampire,Olivia Rodrigo,11,1,17,44
2023-11-01,Dance The Night,Dua Lipa,12,6,22,44
2023-11-01,First Person Shooter,Drake Featuring J. Cole,13,1,3,44
2023-11-01,Greedy,Tate McRae,14,14,6,44
2023-11-01,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,15,11,3,44
2023-11-01,Flowers,Miley Cyrus,16,1,41,44
2023-11-01,Need A Favor,Jelly Roll,17,14,30,44
2023-11-01,Used To Be Young,Miley Cyrus,18,8,9,44
2023-11-01,Barbie World,Nicki Minaj & Ice Spice With Aqua,19,7,18,44
2023-11-01,Anti-Hero,Taylor Swift,20,1,53,44
2023-11-01,Water,Tyla,21,21,4,44
2023-11-01,Virginia Beach,Drake,22,3,3,44
2023-11-01,Religiously,Bailey Zimmerman,23,13,25,44
2023-11-01,What Was I Made For?,Billie Eilish,24,14,15,44
2023-11-01,Good Good,Usher| Summer Walker & 21 Savage,25,25,11,44
2023-11-01,My Love Mine All Mine,Mitski,26,26,5,44
2023-11-01,Save Me,Jelly Roll With Lainey Wilson,27,27,19,44
2023-11-01,Kill Bill,SZA,28,1,46,44
2023-11-01,Dial Drunk,Noah Kahan With Post Malone,29,25,19,44
2023-11-01,What It Is (Block Boy),Doechii Featuring Kodak Black,30,29,25,44
2023-11-01,Agora Hills,Doja Cat,31,18,5,44
2023-11-01,All My Life,Lil Durk Featuring J. Cole,32,2,24,44
2023-11-01,Daylight,David Kushner,33,33,28,44
2023-11-01,Bad Idea Right?,Olivia Rodrigo,34,7,11,44
2023-11-01,Lil Boo Thang,Paul Russell,35,35,6,44
2023-11-01,White Horse,Chris Stapleton,36,31,14,44
2023-11-01,Perro Negro,Bad Bunny & Feid,37,20,2,44
2023-11-01,Creepin',Metro Boomin| The Weeknd & 21 Savage,38,3,47,44
2023-11-01,Slime You Out,Drake Featuring SZA,39,1,6,44
2023-11-01,I Know ?,Travis Scott,40,11,13,44
2023-11-01,Try That In A Small Town,Jason Aldean,41,1,15,44
2023-11-01,Fina,Bad Bunny & Young Miko,42,14,2,44
2023-11-01,Stick Season,Noah Kahan,43,43,4,44
2023-11-01,Too Much,The Kid LAROI| Jung Kook & Central Cee,44,1,-,44
2023-11-01,Watermelon Moonshine,Lainey Wilson,45,21,18,44
2023-11-01,Pretty Little Poison,Warren Zeiders,46,7,-,44
2023-11-01,Qlona,Karol G & Peso Pluma,47,28,11,44
2023-11-01,Single Soon,Selena Gomez,48,19,9,44
2023-11-01,Lose Control,Teddy Swims,49,49,11,44
2023-11-01,Get Him Back!,Olivia Rodrigo,50,11,7,44
2023-11-01,Wild Ones,Jessie Murph & Jelly Roll,51,49,3,44
2023-11-01,Strangers,Kenya Grace,52,52,6,44
2023-11-01,Bongos,Cardi B & Megan Thee Stallion,53,14,7,44
2023-11-01,Rich Men North Of Richmond,Oliver Anthony Music,54,1,11,44
2023-11-01,Great Gatsby,Rod Wave,55,30,6,44
2023-11-01,Meltdown,Travis Scott Featuring Drake,56,3,13,44
2023-11-01,Lady Gaga,Peso Pluma| Gabito Ballesteros & Junior H,57,35,18,44
2023-11-01,On My Mama,Victoria Monet,58,58,6,44
2023-11-01,500lbs,Lil Tecca,59,59,5,44
2023-11-01,Everything I Love,Morgan Wallen,60,14,35,44
2023-11-01,Gently,Drake Featuring Bad Bunny,61,12,3,44
2023-11-01,LaLa,Myke Towers,62,43,16,44
2023-11-01,Un Preview,Bad Bunny,63,43,5,44
2023-11-01,Hey Driver,Zach Bryan Featuring The War And Treaty,64,14,9,44
2023-11-01,SkeeYee,Sexyy Red,65,62,8,44
2023-11-01,Can't Have Mine,Dylan Scott,66,4,-,44
2023-11-01,Truck Bed,HARDY,67,55,19,44
2023-11-01,Segun Quien,Maluma & Carin Leon,68,4,-,44
2023-11-01,Calling For You,Drake Featuring 21 Savage,69,5,3,44
2023-11-01,Turks & Caicos,Rod Wave Featuring 21 Savage,70,24,6,44
2023-11-01,El Amor de Su Vida,Grupo Frontera & Grupo Firme,71,9,-,44
2023-11-01,Hibiki,Bad Bunny & Mora,72,24,2,44
2023-11-01,Mr. October,Bad Bunny,73,28,2,44
2023-11-01,Baby Nueva,Bad Bunny,74,34,2,44
2023-11-01,3D,Jung Kook & Jack Harlow,75,5,4,44
2023-11-01,Daylight,Drake,76,8,3,44
2023-11-01,Burn It Down,Parker McCollum,77,1,-,44
2023-11-01,Better Place,*NSYNC,78,25,4,44
2023-11-01,One Of Your Girls,Troye Sivan,79,1,-,44
2023-11-01,Mi Ex Tenia Razon,Karol G,80,10,-,44
2023-11-01,What Would Pluto Do,Drake,81,18,3,44
2023-11-01,Cybertruck,Bad Bunny,82,30,2,44
2023-11-01,God Gave Me A Girl,Russell Dickerson,83,3,-,44
2023-11-01,Stars Like Confetti,Dustin Lynch,84,3,-,44
2023-11-01,8am In Charlotte,Drake,85,17,3,44
2023-11-01,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,86,4,-,44
2023-11-01,Boyz Don't Cry,Rod Wave,87,5,-,44
2023-11-01,Telefono Nuevo,Bad Bunny & Luar La L,88,32,2,44
2023-11-01,Fear Of Heights,Drake,89,10,3,44
2023-11-01,Seda,Bad Bunny & Bryant Myers,90,38,2,44
2023-11-01,Standing Room Only,Tim McGraw,91,7,-,44
2023-11-01,One More Time,blink-182,92,2,-,44
2023-11-01,Oklahoma Smokeshow,Zach Bryan,93,10,-,44
2023-11-01,Members Only,Drake Featuring PARTYNEXTDOOR,94,24,3,44
2023-11-01,Tourniquet,Zach Bryan,95,8,-,44
2023-11-01,Call Your Friends,Rod Wave,96,9,-,44
2023-11-01,The Painter,Cody Johnson,97,3,-,44
2023-11-01,Deli,Ice Spice,98,13,-,44
2023-11-01,Bahamas Promises,Drake,99,20,3,44
2023-11-01,Say My Grace,Offset Featuring Travis Scott,100,48,2,44
2023-11-08,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,1,1,-,45
2023-11-08,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,2,1,-,45
2023-11-08,Slut! (Taylor's Version) [From The Vault],Taylor Swift,3,1,-,45
2023-11-08,Paint The Town Red,Doja Cat,4,1,13,45
2023-11-08,Say Don't Go (Taylor's Version) [From The Vault],Taylor Swift,5,1,-,45
2023-11-08,Cruel Summer,Taylor Swift,6,1,26,45
2023-11-08,Bad Blood (Taylor's Version),Taylor Swift,7,1,-,45
2023-11-08,Snooze,SZA,8,2,47,45
2023-11-08,Style (Taylor's Version),Taylor Swift,9,1,-,45
2023-11-08,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,10,1,-,45
2023-11-08,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,11,1,10,45
2023-11-08,Blank Space (Taylor's Version),Taylor Swift,12,1,-,45
2023-11-08,Fast Car,Luke Combs,13,2,32,45
2023-11-08,Welcome To New York (Taylor's Version),Taylor Swift,14,1,-,45
2023-11-08,Last Night,Morgan Wallen,15,1,40,45
2023-11-08,Out Of The Woods (Taylor's Version),Taylor Swift,16,1,-,45
2023-11-08,Thinkin' Bout Me,Morgan Wallen,17,7,35,45
2023-11-08,Vampire,Olivia Rodrigo,18,1,18,45
2023-11-08,Wildest Dreams (Taylor's Version),Taylor Swift,19,2,-,45
2023-11-08,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,20,1,-,45
2023-11-08,Thriller,Michael Jackson,21,23,-,45
2023-11-08,Greedy,Tate McRae,22,14,7,45
2023-11-08,IDGAF,Drake Featuring Yeat,23,2,4,45
2023-11-08,Monaco,Bad Bunny,24,5,3,45
2023-11-08,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,25,11,4,45
2023-11-08,Fukumean,Gunna,26,4,20,45
2023-11-08,Dance The Night,Dua Lipa,27,6,23,45
2023-11-08,Shake It Off (Taylor's Version),Taylor Swift,28,1,-,45
2023-11-08,New Romantics (Taylor's Version),Taylor Swift,29,1,-,45
2023-11-08,Clean (Taylor's Version),Taylor Swift,30,1,-,45
2023-11-08,I Wish You Would (Taylor's Version),Taylor Swift,31,1,-,45
2023-11-08,First Person Shooter,Drake Featuring J. Cole,32,1,4,45
2023-11-08,Need A Favor,Jelly Roll,33,14,31,45
2023-11-08,Flowers,Miley Cyrus,34,1,42,45
2023-11-08,Water,Tyla,35,21,5,45
2023-11-08,I Know Places (Taylor's Version),Taylor Swift,36,1,-,45
2023-11-08,Used To Be Young,Miley Cyrus,37,8,10,45
2023-11-08,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",38,40,-,45
2023-11-08,Wonderland (Taylor's Version),Taylor Swift,39,1,-,45
2023-11-08,How You Get The Girl (Taylor's Version),Taylor Swift,40,1,-,45
2023-11-08,This Is Halloween,The Citizens of Halloween,41,1,-,45
2023-11-08,This Love (Taylor's Version),Taylor Swift,42,2,-,45
2023-11-08,You Are In Love (Taylor's Version),Taylor Swift,43,1,-,45
2023-11-08,Agora Hills,Doja Cat,44,18,6,45
2023-11-08,Ghostbusters,Ray Parker Jr.,45,24,-,45
2023-11-08,Save Me,Jelly Roll With Lainey Wilson,46,27,20,45
2023-11-08,Kill Bill,SZA,47,1,47,45
2023-11-08,Barbie World,Nicki Minaj & Ice Spice With Aqua,48,7,19,45
2023-11-08,Good Good,Usher| Summer Walker & 21 Savage,49,25,12,45
2023-11-08,What Was I Made For?,Billie Eilish,50,14,16,45
2023-11-08,Lil Boo Thang,Paul Russell,51,35,7,45
2023-11-08,Daylight,David Kushner,52,33,29,45
2023-11-08,What It Is (Block Boy),Doechii Featuring Kodak Black,53,29,26,45
2023-11-08,White Horse,Chris Stapleton,54,31,15,45
2023-11-08,Dial Drunk,Noah Kahan With Post Malone,55,25,20,45
2023-11-08,My Love Mine All Mine,Mitski,56,26,6,45
2023-11-08,Bad Idea Right?,Olivia Rodrigo,57,7,12,45
2023-11-08,Stick Season,Noah Kahan,58,43,5,45
2023-11-08,I Know ?,Travis Scott,59,11,14,45
2023-11-08,Virginia Beach,Drake,60,3,4,45
2023-11-08,Perro Negro,Bad Bunny & Feid,61,20,3,45
2023-11-08,Wild Ones,Jessie Murph & Jelly Roll,62,49,4,45
2023-11-08,Try That In A Small Town,Jason Aldean,63,1,16,45
2023-11-08,Pretty Little Poison,Warren Zeiders,64,46,8,45
2023-11-08,Lose Control,Teddy Swims,65,49,12,45
2023-11-08,Slime You Out,Drake Featuring SZA,66,1,7,45
2023-11-08,500lbs,Lil Tecca,67,59,6,45
2023-11-08,Watermelon Moonshine,Lainey Wilson,68,21,19,45
2023-11-08,Strangers,Kenya Grace,69,52,7,45
2023-11-08,Single Soon,Selena Gomez,70,19,10,45
2023-11-08,On My Mama,Victoria Monet,71,58,7,45
2023-11-08,Qlona,Karol G & Peso Pluma,72,28,12,45
2023-11-08,Everything I Love,Morgan Wallen,73,14,36,45
2023-11-08,Get Him Back!,Olivia Rodrigo,74,11,8,45
2023-11-08,Bongos,Cardi B & Megan Thee Stallion,75,14,8,45
2023-11-08,Great Gatsby,Rod Wave,76,30,7,45
2023-11-08,Lady Gaga,Peso Pluma| Gabito Ballesteros & Junior H,77,35,19,45
2023-11-08,Fina,Bad Bunny & Young Miko,78,14,3,45
2023-11-08,Meltdown,Travis Scott Featuring Drake,79,3,14,45
2023-11-08,Can't Have Mine,Dylan Scott,80,66,5,45
2023-11-08,God Gave Me A Girl,Russell Dickerson,81,81,4,45
2023-11-08,Rich Men North Of Richmond,Oliver Anthony Music,82,1,12,45
2023-11-08,Truck Bed,HARDY,83,55,20,45
2023-11-08,SkeeYee,Sexyy Red,84,62,9,45
2023-11-08,LaLa,Myke Towers,85,43,17,45
2023-11-08,Segun Quien,Maluma & Carin Leon,86,68,5,45
2023-11-08,Un Preview,Bad Bunny,87,43,6,45
2023-11-08,Stars Like Confetti,Dustin Lynch,88,84,4,45
2023-11-08,Turks & Caicos,Rod Wave Featuring 21 Savage,89,24,7,45
2023-11-08,Hey Driver,Zach Bryan Featuring The War And Treaty,90,14,10,45
2023-11-08,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,91,61,5,45
2023-11-08,World On Fire,Nate Smith,92,1,-,45
2023-11-08,Too Much,The Kid LAROI| Jung Kook & Central Cee,93,44,2,45
2023-11-08,Burn It Down,Parker McCollum,94,77,2,45
2023-11-08,El Amor de Su Vida,Grupo Frontera & Grupo Firme,95,68,10,45
2023-11-08,Mr. Take Ya B*tch,Lil Mabu & chriseanrock,96,1,-,45
2023-11-08,The Painter,Cody Johnson,97,55,4,45
2023-11-08,Standing Room Only,Tim McGraw,98,61,8,45
2023-11-08,Mi Ex Tenia Razon,Karol G,99,22,11,45
2023-11-08,3D,Jung Kook & Jack Harlow,100,5,5,45
2023-11-15,Cruel Summer,Taylor Swift,1,1,27,46
2023-11-15,Paint The Town Red,Doja Cat,2,1,14,46
2023-11-15,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,3,1,2,46
2023-11-15,Snooze,SZA,4,2,48,46
2023-11-15,Standing Next To You,Jung Kook,5,1,-,46
2023-11-15,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,6,1,11,46
2023-11-15,Now And Then,The Beatles,7,1,-,46
2023-11-15,Fast Car,Luke Combs,8,2,33,46
2023-11-15,Thinkin' Bout Me,Morgan Wallen,9,7,36,46
2023-11-15,Last Night,Morgan Wallen,10,1,41,46
2023-11-15,Greedy,Tate McRae,11,11,8,46
2023-11-15,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,12,2,2,46
2023-11-15,Fukumean,Gunna,13,4,21,46
2023-11-15,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,14,11,5,46
2023-11-15,Need A Favor,Jelly Roll,15,14,32,46
2023-11-15,Dance The Night,Dua Lipa,16,6,24,46
2023-11-15,Vampire,Olivia Rodrigo,17,1,19,46
2023-11-15,Water,Tyla,18,18,6,46
2023-11-15,Monaco,Bad Bunny,19,5,4,46
2023-11-15,Agora Hills,Doja Cat,20,18,7,46
2023-11-15,IDGAF,Drake Featuring Yeat,21,2,5,46
2023-11-15,Save Me,Jelly Roll With Lainey Wilson,22,22,21,46
2023-11-15,Flowers,Miley Cyrus,23,1,43,46
2023-11-15,First Person Shooter,Drake Featuring J. Cole,24,1,5,46
2023-11-15,Used To Be Young,Miley Cyrus,25,8,11,46
2023-11-15,Say Don't Go (Taylor's Version) [From The Vault],Taylor Swift,26,5,2,46
2023-11-15,Lil Boo Thang,Paul Russell,27,27,8,46
2023-11-15,What Was I Made For?,Billie Eilish,28,14,17,46
2023-11-15,White Horse,Chris Stapleton,29,29,16,46
2023-11-15,Good Good,Usher| Summer Walker & 21 Savage,30,25,13,46
2023-11-15,Slut! (Taylor's Version) [From The Vault],Taylor Swift,31,3,2,46
2023-11-15,Cobra,Megan Thee Stallion,32,1,-,46
2023-11-15,My Love Mine All Mine,Mitski,33,26,7,46
2023-11-15,What It Is (Block Boy),Doechii Featuring Kodak Black,34,29,27,46
2023-11-15,Dial Drunk,Noah Kahan With Post Malone,35,25,21,46
2023-11-15,Daylight,David Kushner,36,33,30,46
2023-11-15,Stick Season,Noah Kahan,37,37,6,46
2023-11-15,Kill Bill,SZA,38,1,48,46
2023-11-15,Barbie World,Nicki Minaj & Ice Spice With Aqua,39,7,20,46
2023-11-15,I Know ?,Travis Scott,40,11,15,46
2023-11-15,Bad Idea Right?,Olivia Rodrigo,41,7,13,46
2023-11-15,Wild Ones,Jessie Murph & Jelly Roll,42,42,5,46
2023-11-15,Lose Control,Teddy Swims,43,43,13,46
2023-11-15,Harley Quinn,Fuerza Regida & Marshmello,44,1,-,46
2023-11-15,Style (Taylor's Version),Taylor Swift,45,9,2,46
2023-11-15,Pretty Little Poison,Warren Zeiders,46,46,9,46
2023-11-15,Bad Blood (Taylor's Version),Taylor Swift,47,7,2,46
2023-11-15,World On Fire,Nate Smith,48,48,2,46
2023-11-15,Seven,Jung Kook Featuring Latto,49,14,-,46
2023-11-15,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,50,10,2,46
2023-11-15,On My Mama,Victoria Monet,51,51,8,46
2023-11-15,Try That In A Small Town,Jason Aldean,52,1,17,46
2023-11-15,Strangers,Kenya Grace,53,52,8,46
2023-11-15,Virginia Beach,Drake,54,3,5,46
2023-11-15,500lbs,Lil Tecca,55,55,7,46
2023-11-15,Can't Catch Me Now,Olivia Rodrigo,56,1,-,46
2023-11-15,Perro Negro,Bad Bunny & Feid,57,20,4,46
2023-11-15,3D,Jung Kook & Jack Harlow,58,5,6,46
2023-11-15,Blank Space (Taylor's Version),Taylor Swift,59,12,2,46
2023-11-15,Get Him Back!,Olivia Rodrigo,60,11,9,46
2023-11-15,The Painter,Cody Johnson,61,55,5,46
2023-11-15,Great Gatsby,Rod Wave,62,30,8,46
2023-11-15,Single Soon,Selena Gomez,63,19,11,46
2023-11-15,Bongos,Cardi B & Megan Thee Stallion,64,14,9,46
2023-11-15,Watermelon Moonshine,Lainey Wilson,65,21,20,46
2023-11-15,Qlona,Karol G & Peso Pluma,66,28,13,46
2023-11-15,Can't Have Mine,Dylan Scott,67,66,6,46
2023-11-15,Lady Gaga,Peso Pluma| Gabito Ballesteros & Junior H,68,35,20,46
2023-11-15,Everything I Love,Morgan Wallen,69,14,37,46
2023-11-15,Slime You Out,Drake Featuring SZA,70,1,8,46
2023-11-15,Rich Men North Of Richmond,Oliver Anthony Music,71,1,13,46
2023-11-15,Wildest Dreams (Taylor's Version),Taylor Swift,72,19,3,46
2023-11-15,Out Of The Woods (Taylor's Version),Taylor Swift,73,16,2,46
2023-11-15,Truck Bed,HARDY,74,55,21,46
2023-11-15,Meltdown,Travis Scott Featuring Drake,75,3,15,46
2023-11-15,Hey Driver,Zach Bryan Featuring The War And Treaty,76,14,11,46
2023-11-15,Welcome To New York (Taylor's Version),Taylor Swift,77,14,2,46
2023-11-15,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,78,61,6,46
2023-11-15,Segun Quien,Maluma & Carin Leon,79,68,6,46
