track_name,artist(s)_name,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,release_date
HAPPY,NF,660,0,52722996,106,G,Major,73,22,86,31,0,12,4,https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439,2023-03-25
La Bebe,Yng Lvcas,489,17,191945597,170,D,Minor,78,75,46,62,0,12,35,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9,2021-12-24
I Know - PR1SVX Edit,"Kanii, PR1ISVX",407,0,77377503,134,B,Minor,67,11,76,8,47,30,7,https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d,2023-03-24
Late Night Talking,Harry Styles,7461,8,743693613,115,A#,Major,71,90,73,30,0,11,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,2022-05-20
Leï¿½,Marï¿½ï¿½lia Mendo,993,4,267789608,130,F#,Major,74,79,87,45,0,30,3,Not Found,2022-12-09
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",9161,5,1221813483,118,Unknown,Major,65,63,79,3,0,10,3,Not Found,2020-03-20
Something in the Orange,Zach Bryan,3282,12,449701773,110,G,Major,59,22,38,42,0,12,3,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb,2022-04-22
VOID,Melanie Martinez,596,0,67070410,100,A,Major,72,42,66,18,4,19,4,https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977,2023-03-29
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",320,6,116334601,142,G,Minor,70,76,79,26,0,11,7,Not Found,2023-03-14
Midnight Rain,Taylor Swift,2612,4,433356509,140,Unknown,Major,64,18,37,72,0,12,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,2022-10-21
If We Ever Broke Up,Mae Stephens,2040,4,165584767,116,G,Major,90,96,73,62,0,9,4,https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f,2023-02-10
You Proof,Morgan Wallen,2128,9,367814306,120,A,Major,73,64,85,25,0,61,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2022-05-13
LA INOCENTE,"Feid, Mora",2598,37,477033549,92,F,Minor,76,46,79,31,0,7,6,Not Found,2022-04-01
Malas Decisiones,Kenia OS,542,2,156214700,110,G#,Minor,81,64,79,5,0,31,3,https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8,2022-10-26
Murder In My Mind,Kordhell,2459,20,448843705,120,A#,Major,71,57,97,1,0,13,11,https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150,2022-01-21
Gangsta's Paradise,"Coolio, L.V.",10624,17,1357608774,80,G#,Major,63,40,61,9,0,56,6,https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc,1995-07-11
CAIRO,"Karol G, Ovy On The Drums",2418,26,294352144,115,F,Minor,95,43,69,47,0,9,31,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,2022-11-13
I Love You So,The Walters,7536,7,972164968,76,A#,Major,58,46,67,65,0,13,4,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f,2014-11-28
Dark Red,Steve Lacy,10431,7,920045682,172,F#,Major,60,77,78,45,0,12,6,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979,2017-02-20
Say You Won't Let Go,James Arthur,15722,16,2420461338,99,A#,Major,40,45,56,69,0,9,5,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,2016-09-09
The Hills,The Weeknd,25744,4,1947371785,136,Unknown,Minor,36,12,57,9,0,14,8,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-05-27
Heart To Heart,Mac DeMarco,1640,0,244658767,150,G#,Minor,90,64,14,67,35,11,10,https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672,2019-05-10
Peaches (from The Super Mario Bros. Movie),Jack Black,34,0,68216992,92,A#,Minor,71,41,31,79,0,10,5,Not Found,2023-04-07
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",1845,16,223582566,95,C#,Major,77,72,87,17,0,7,5,Not Found,2022-12-15
LOKERA,"Brray, Rauw Alejandro, Lyanno",3301,30,471819764,102,B,Minor,83,58,83,21,0,10,5,Not Found,2022-07-25
Low,SZA,1911,0,272377463,145,Unknown,Minor,70,34,55,43,0,16,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Numb,Linkin Park,20111,5,1361425037,110,A,Major,50,24,86,0,0,64,4,https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193,2003-03-24
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",1529,0,149778242,95,Unknown,Major,64,30,77,46,0,38,6,https://i.scdn.co/image/ab67616d0000b2734b0ddebba0d5b34f2a2f07a4,2023-02-24
on the street (with J. Cole),"j-hope, J. Cole",615,2,116599790,94,B,Minor,68,81,82,53,0,9,13,https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b,2023-03-03
One Thing At A Time,Morgan Wallen,811,4,148469433,142,G,Major,61,92,91,0,0,26,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2022-12-02
Miss You,"Robin Schulz, Oliver Tree",5730,10,497225336,145,F#,Minor,59,20,74,1,0,15,5,Not Found,2022-08-05
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,356,4,88791109,121,F#,Minor,64,67,80,0,0,36,3,Not Found,2023-03-03
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,604,6,125917280,140,D#,Minor,66,43,76,49,0,12,3,Not Found,2023-03-03
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",1190,0,105062254,137,C#,Minor,84,44,67,8,0,11,6,https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0,2023-02-23
Everything I Love,Morgan Wallen,579,0,95623148,104,G#,Major,56,72,85,0,0,15,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2023-01-31
Heaven,Niall Horan,1553,2,144584800,92,F,Major,57,68,76,7,0,33,3,https://i.scdn.co/image/ab67616d0000b2732a368fea49f5c489a9dc3949,2023-02-17
LET GO,Central Cee,2301,20,298063749,146,D,Minor,74,51,45,86,0,21,38,https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967,2022-12-15
Sial,Mahalini,134,4,166570053,120,D,Major,56,20,43,89,0,12,4,https://i.scdn.co/image/ab67616d0000b2732f7bb02cb4b74bd7c2406428,2023-01-23
I Wrote The Book,Morgan Wallen,430,0,83021468,144,D,Major,68,83,81,9,0,8,4,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2023-01-31
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",86,0,139836056,94,A,Major,59,44,56,80,0,6,3,Not Found,2022-11-05
SPIT IN MY FACE!,ThxSoMch,629,14,303216294,94,G#,Major,73,65,79,5,2,11,6,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,2022-10-31
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",1701,15,221409663,113,G,Minor,79,66,74,8,0,11,5,Not Found,2022-12-15
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",329,0,58890931,148,E,Major,50,49,76,12,0,12,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2023-03-03
Red Ruby Da Sleeze,Nicki Minaj,1168,0,81419389,98,C#,Major,70,29,73,12,0,11,26,https://i.scdn.co/image/ab67616d0000b273064c51559ea4a86bd557a86f,2023-03-03
Kahani Suno 2.0,Kaifi Khalil,162,6,156777415,140,B,Major,58,26,38,91,0,10,4,https://i.scdn.co/image/ab67616d0000b2734697d4ee22b3f63c17a3b9ec,2022-05-31
Nobody Gets Me,SZA,2536,6,284908316,100,G,Major,36,28,28,81,0,18,3,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
PERO Tï¿,"Karol G, Quevedo",387,11,93438910,140,F#,Major,86,68,79,39,0,11,29,Not Found,2023-02-23
Hype Boy,NewJeans,892,17,363472647,100,E,Minor,59,78,94,27,0,29,23,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,2022-08-01
Bloody Mary,Lady Gaga,3909,0,372476382,100,A,Minor,59,49,65,2,0,13,3,https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8,2011-01-01
Monotonï¿½,"Ozuna, Shakira",3645,15,380726517,132,Unknown,Minor,87,82,70,42,0,21,5,Not Found,2022-10-19
ýýý98 Braves,Morgan Wallen,282,0,56533272,142,D,Major,49,48,67,10,0,26,3,Not Found,2023-03-03
WANDA,Quevedo,888,22,175399345,176,E,Minor,72,96,63,25,0,21,7,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,2023-01-20
Thought You Should Know,Morgan Wallen,968,4,203221468,140,F#,Major,53,51,70,49,0,14,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2022-05-06
In The End,Linkin Park,25065,6,1624165576,105,D#,Minor,55,40,90,1,0,32,6,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,2000-10-24
Zona De Perigo,Leo Santana,531,4,134294498,135,F,Major,81,97,77,75,0,35,3,https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3,2022-12-08
Lovezinho,Treyce,242,0,70069745,128,E,Minor,82,61,59,30,0,12,4,Not Found,2022-07-28
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",5281,14,609293408,101,F,Major,74,43,69,12,0,12,7,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,2022-06-03
Neverita,Bad Bunny,2590,30,671365962,122,A#,Major,88,43,50,7,0,14,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
Vista Al Mar,Quevedo,1769,34,362361576,105,Unknown,Minor,76,49,56,80,12,10,13,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,2022-09-08
Sem Alianï¿½ï¿½a no,"MC Xenon, Os Gemeos da Putaria",454,4,93587665,83,C#,Major,53,40,36,73,0,11,33,Not Found,2022-12-23
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",6180,7,1223481149,77,B,Minor,72,59,76,24,0,42,28,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,2021-09-03
Revenge,XXXTENTACION,3600,11,1022258230,140,B,Minor,75,18,25,78,0,11,26,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,2017-08-25
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",1254,6,263453310,158,C#,Major,65,72,95,31,0,92,5,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035,2022-11-03
LA CANCIï¿½,"J Balvin, Bad Bunny",6398,31,1435127549,176,G,Major,75,43,65,15,0,11,32,Not Found,2019-06-28
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",660,15,236857112,98,B,Major,73,88,57,56,0,5,2,Not Found,2022-10-20
Love Again,The Kid Laroi,1283,0,147538971,107,B,Minor,66,47,40,72,0,11,3,https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d,2023-01-27
After Hours,The Weeknd,8084,6,698086140,109,F,Minor,66,16,57,10,1,12,3,https://i.scdn.co/image/ab67616d0000b27360884bc925e0ca47e8006996,2020-02-19
About Damn Time,Lizzo,2332,2,723894473,109,A#,Minor,84,72,74,10,0,34,7,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,2022-07-15
Born With A Beer In My Hand,Morgan Wallen,203,0,34450974,148,Unknown,Major,53,61,81,5,0,36,4,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,2023-03-03
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,685,14,403097450,158,F#,Minor,60,52,76,17,0,19,5,Not Found,2020-05-20
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2460,13,309483971,94,F,Minor,74,64,73,6,0,10,6,https://i.scdn.co/image/ab67616d0000b2739f05bb270f81880fd844aae8,2022-09-29
Maan Meri Jaan,King,288,6,319566866,96,F#,Minor,70,40,51,35,0,10,4,https://i.scdn.co/image/ab67616d0000b27337f65266754703fd20d29854,2022-10-12
Moscow Mule,Bad Bunny,4572,33,909001996,100,F,Minor,80,29,67,29,0,12,3,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
My Universe,"Coldplay, BTS",6127,13,1061966512,105,A,Major,58,42,68,1,0,14,4,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575,2021-09-24
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,166,0,32526947,125,Unknown,Major,53,32,66,38,0,9,3,Not Found,2023-03-03
LLYLM,ROSALï¿½,1838,0,124988687,170,F#,Minor,56,56,63,13,0,19,27,https://i.scdn.co/image/ab67616d0000b273b175e5feb05c6c28cc08ab62,2023-01-27
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",1890,0,103787664,115,Unknown,Major,70,84,90,17,0,41,6,Not Found,2023-01-27
TRUSTFALL,P!nk,2098,16,134255790,122,G#,Major,64,25,89,0,0,15,9,https://i.scdn.co/image/ab67616d0000b27302f93e92bdd5b3793eb688c0,2023-01-27
ANTIFRAGILE,LE SSERAFIM,761,12,301051721,105,A#,Minor,88,82,80,8,0,11,8,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,2022-10-17
Boy's a liar,PinkPantheress,1225,0,156338624,133,F,Major,66,74,84,25,0,21,4,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7,2022-11-30
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",415,2,152850295,100,Unknown,Major,79,60,68,7,0,26,4,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,2023-01-13
Shirt,SZA,3469,0,309653982,120,D#,Minor,82,55,45,15,3,9,10,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-10-28
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,3311,0,297328960,177,A,Major,25,17,30,90,0,13,3,https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb,2022-10-28
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2616,0,332506354,142,D,Minor,64,31,72,15,0,9,5,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,2022-09-22
"Sex, Drugs, Etc.",Beach Weather,3006,16,480507035,144,E,Minor,57,47,84,1,1,52,4,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342,2016-11-04
Boy With Luv (feat. Halsey),"Halsey, BTS",4260,0,1065580332,120,B,Minor,65,80,86,9,0,19,10,Not Found,2019-04-12
"Hey, Mickey!",Baby Tate,482,0,122763672,135,D,Major,92,73,51,55,0,15,6,https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727,2016-09-27
Calm Down,Rï¿½ï,4013,10,445763624,107,B,Major,81,82,78,38,0,12,4,Not Found,2022-02-09
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",138,4,1365184,105,G,Major,82,62,74,10,0,33,7,Not Found,2022-12-22
Escapism. - Sped Up,"RAYE, 070 Shake",1368,0,184308753,108,F#,Minor,44,38,77,9,0,9,20,https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e,2022-11-25
Space Song,Beach House,17852,4,789753877,147,Unknown,Minor,51,62,79,22,13,14,3,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab,2015-01-01
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",889,20,323358833,115,Unknown,Major,71,34,88,16,0,44,4,Not Found,2022-11-20
Te Felicito,"Shakira, Rauw Alejandro",4796,9,606361689,174,F,Major,70,57,64,23,0,8,32,https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f,2022-04-21
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",658,6,120972253,90,A#,Minor,68,83,71,3,0,31,8,Not Found,2023-01-12
TV,Billie Eilish,3009,2,338564981,141,E,Minor,41,9,25,84,1,14,4,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318,2022-07-21
I'm Not The Only One,Sam Smith,17492,3,1606986953,82,F,Major,68,50,49,56,0,8,4,Not Found,2014-01-01
Heather,Conan Gray,6170,7,1301799902,92,F,Major,47,25,43,62,0,32,3,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,2020-03-20
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",130,4,140187018,116,G#,Minor,77,65,80,6,0,15,4,Not Found,2022-12-12
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",27705,10,1897517891,124,A,Minor,79,59,86,4,0,8,11,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,2017-06-02
Sugar Rush Ride,TOMORROW X TOGETHER,359,0,107642809,125,A#,Minor,71,83,89,1,0,17,9,https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d,2023-01-27
Pink Venom,BLACKPINK,1963,16,551305895,90,Unknown,Major,80,71,69,2,0,27,10,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,2022-08-19
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",5491,14,556585270,83,C#,Major,46,34,64,31,0,7,34,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,2022-04-27
Don't Start Now,Dua Lipa,27119,0,2303033973,124,B,Minor,79,68,79,1,0,10,8,https://i.scdn.co/image/ab67616d0000b27368cd91e1d8cbabf23d332041,2019-10-31
After Dark,Mr.Kitty,1776,14,646886885,140,G#,Major,58,4,60,7,41,8,3,https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176,2014-08-08
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",1473,4,222612678,154,Unknown,Major,64,61,91,15,0,72,4,https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c,2022-09-16
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",13315,0,1814349763,150,D#,Minor,74,89,70,2,0,5,6,Not Found,2021-07-23
MIDDLE OF THE NIGHT,Elley Duhï¿,4057,8,872137015,186,E,Minor,41,9,61,2,0,12,5,Not Found,2020-01-10
Atlantis,Seafret,3045,6,571386359,166,G#,Minor,40,23,48,5,0,12,3,https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75,2015-04-22
PUNTO 40,"Baby Rasta, Rauw Alejandro",3006,12,304079786,107,Unknown,Major,87,20,83,0,4,31,9,Not Found,2022-09-22
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",852,0,174006928,87,G,Major,87,52,52,31,0,28,24,https://i.scdn.co/image/ab67616d0000b273769f6572dfa10ee7827edbf2,2022-09-09
How Do I Say Goodbye,Dean Lewis,2163,15,284785823,82,G#,Major,40,39,64,21,0,7,7,https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73,2022-08-05
Blind,SZA,1484,0,163284000,114,A,Minor,46,60,28,91,0,21,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Die For You,Joji,1703,0,246390068,148,G#,Major,47,15,52,38,13,29,5,https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb,2022-11-04
Doja,Central Cee,4169,44,482257456,140,F#,Major,91,97,57,38,0,40,29,https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa,2022-07-20
Gatita,Bellakath,1054,0,168684524,101,G,Major,90,76,81,15,24,33,6,https://i.scdn.co/image/ab67616d0000b273070c919f062e9fbfc03ca16b,2022-10-03
Rumble,"Skrillex, Flowdan, Fred again..",2849,0,78489819,140,C#,Minor,81,6,84,5,23,6,6,https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc,2022-01-17
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",1602,0,195516622,88,G,Minor,49,24,66,19,0,18,29,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,2022-12-02
Yonaguni,Bad Bunny,9644,28,1260594497,180,C#,Major,64,44,65,28,0,14,12,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,2021-06-04
Super Freaky Girl,Nicki Minaj,4827,0,428685680,133,D,Major,95,91,89,6,0,31,24,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc,2022-08-12
Running Up That Hill (A Deal With God),Kate Bush,21811,0,1024858327,108,A#,Minor,63,20,55,72,0,6,6,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,1985-09-16
Dream On,Aerosmith,168,0,838586769,80,F,Minor,39,24,43,39,0,23,3,https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2,1973-01-05
Limbo,Freddie Dredd,688,0,199386237,75,B,Minor,80,46,62,3,6,11,46,https://i.scdn.co/image/ab67616d0000b27369b381d574b329409bd806e6,2022-08-11
Where Are You Now,"Lost Frequencies, Calum Scott",10565,44,972509632,121,F#,Minor,67,26,64,52,0,17,10,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,2021-07-30
WORTH NOTHING,"Twisted, Oliver Tree",1612,0,213438580,140,D,Minor,58,17,62,18,0,20,8,https://i.scdn.co/image/ab67616d0000b273f5e2ffd88f07e55f34c361c8,2022-09-28
Bad Habits,Ed Sheeran,12755,8,1555511105,126,B,Minor,81,59,90,5,0,36,3,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2020-09-03
KICK BACK,Kenshi Yonezu,574,4,210038833,102,C#,Major,58,29,94,0,0,9,11,https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859,2022-10-12
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,2499,0,227918678,82,A,Major,70,31,34,60,1,11,4,Not Found,2022-04-08
Good Days,SZA,10426,2,826623384,121,C#,Minor,46,53,78,23,0,72,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2020-12-24
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",15894,8,1802514301,103,F#,Minor,70,92,83,1,0,7,6,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,2020-03-27
Woman,Doja Cat,9424,0,1329090101,108,F,Minor,82,88,76,9,0,12,9,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,2021-06-25
Shut up My Moms Calling - (Sped Up),Hotel Ugly,713,7,181831132,85,F,Minor,65,36,47,31,0,12,10,https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7,2022-09-14
Ferrari,"James Hype, Miggy Dela Rosa",7758,28,462791599,125,C#,Minor,84,70,69,1,0,5,5,https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4,2022-03-14
"You're On Your Own, Kid",Taylor Swift,2537,2,348647203,120,D,Major,69,40,39,41,0,13,6,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,2022-10-21
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",292,6,366599607,94,Unknown,Major,58,44,57,57,0,10,3,Not Found,2022-07-17
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",323,0,90598517,130,F#,Minor,65,49,80,22,4,7,5,Not Found,1930-01-01
Payphone,"Maroon 5, Wiz Khalifa",14143,4,1479264469,110,E,Major,74,51,74,2,0,29,4,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,2012-01-01
All I Want for Christmas Is You,Mariah Carey,25653,0,1449779435,150,G,Major,34,33,63,16,0,7,4,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,1994-10-28
Last Christmas,Wham!,22153,0,1159176109,107,B,Minor,74,88,65,28,0,46,3,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,1984-01-01
Rockin' Around The Christmas Tree,Brenda Lee,14994,0,769213520,140,G#,Major,70,85,41,71,0,45,5,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,1958-01-01
Jingle Bell Rock,Bobby Helms,10326,0,741301563,119,D,Major,74,78,37,84,0,6,3,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,1957-01-01
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,12353,0,807561936,93,E,Major,35,38,23,91,0,29,3,Not Found,2011-10-14
Santa Tell Me,Ariana Grande,9408,0,834129063,133,G,Major,46,53,63,5,0,30,18,https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c,2013-12-13
It's the Most Wonderful Time of the Year,Andy Williams,8879,0,663832097,202,G,Major,24,76,60,77,0,12,4,https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356,1963-10-14
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,6512,0,446390129,134,C#,Major,45,72,24,91,0,18,4,https://i.scdn.co/image/ab67616d0000b273e359bd02a639a4d01b8241ae,1959-11-16
Snowman,Sia,5140,0,690104769,105,C#,Major,72,33,51,48,0,9,3,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8,2017-01-01
Underneath the Tree,Kelly Clarkson,6596,0,485285717,160,G#,Major,51,69,81,0,0,21,5,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7,2013-10-25
Feliz Navidad,Josï¿½ï¿½ Felic,3788,0,520034544,148,D,Major,50,96,82,47,0,34,4,Not Found,1970-11-01
Holly Jolly Christmas,Michael Bublï¿,7655,0,476244795,151,G,Major,65,70,47,87,0,9,4,Not Found,2011-10-14
Mistletoe,Justin Bieber,9577,0,629173063,162,F#,Minor,67,88,54,51,0,9,4,https://i.scdn.co/image/ab67616d0000b273490aa128e07cd31504ae8f86,2011-01-01
Sleigh Ride,The Ronettes,10114,0,404664135,92,D,Major,53,84,77,40,0,32,3,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,1963-11-22
Seek & Destroy,SZA,1007,0,98709329,152,C#,Major,65,35,65,44,18,21,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Love Language,SZA,1127,0,110849052,65,A,Minor,71,55,26,85,0,13,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",10829,0,460492795,147,D,Major,33,39,61,32,0,77,3,https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d,1971-12-01
Used (feat. Don Toliver),"SZA, Don Toliver",1042,0,94005786,150,A#,Minor,73,71,69,53,0,32,9,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-08
